cell_size total_intensity class
1.9971856688813876 -0.43096179521402833 quiescent
3.1042281642759812 3.0578509013922432 activated
0.3487418387681068 1.0238271102967276 quiescent
1.1382084901468965 1.327363221697325 quiescent
1.3523860808891932 0.7537415083528023 quiescent
2.1110705866862935 3.0579205539620844 activated
1.4287666354613158 2.084915567988646 activated
1.5582369027891212 3.2804694704613864 quiescent
2.111310000361843 0.19365236956608817 quiescent
-0.25864231132565363 -1.3167876268820575 quiescent
-0.16567053962597447 -0.9260430955685414 quiescent
1.26924097137755 -1.2892739112479794 quiescent
1.6851182430329028 0.4579005603660161 quiescent
0.45025547993374126 -0.528374769740278 quiescent
-0.3993277590054331 0.04892182004003784 quiescent
0.7808645056100563 -1.7165120844347141 quiescent
3.2860495934546003 -2.8445413843366385 quiescent
0.6442892100329467 -0.9104975973000691 quiescent
-1.0883956787016413 -1.3016530164353854 quiescent
-1.7989020485027791 1.2950179763160323 quiescent
-0.5174808152324692 -0.3462596147032042 quiescent
2.7520764399745303 0.8465742832414704 quiescent
1.7405078549906543 0.5542390745635856 quiescent
-1.2452578429726708 -1.3208663997662564 quiescent
2.44147612972336 0.5070175448617137 quiescent
0.6620466653528732 -0.15023284992524966 quiescent
0.2010722948319347 1.8030822932995587 quiescent
-1.3159222783772824 -1.3016808343093884 quiescent
-0.16498723524541023 0.01282341815403704 quiescent
0.6917461499655262 -1.763974007161973 quiescent
-1.6759655229529167 0.3516235467256382 quiescent
-1.433137893560534 0.8788656466539235 quiescent
-0.05305188731806637 3.165907580401065 quiescent
0.37319874208165577 -0.4449617285562941 quiescent
-1.0520166393857653 -0.8058345358130076 quiescent
0.7428169859669407 -0.2620547396137514 quiescent
-1.131596911494979 1.8793022328499318 quiescent
-0.6731070490074341 -1.0086720581798945 quiescent
-1.7734771897644506 -0.9986317772986899 quiescent
0.9885746941503153 -2.441157510924386 quiescent
-0.7922576283951835 -1.6094529332342558 quiescent
-1.532828916961964 1.1917923594016235 quiescent
-3.759660979014092 -3.171245882875239 quiescent
-1.0059934294335457 0.5663456794813791 quiescent
-0.203965989150884 -1.1959046782396945 quiescent
0.2343957754051249 -0.28533153762729224 quiescent
