x y class
-0.14808031178009773 -4.167142030187085 quiescent
-0.9230192253819509 2.2927038207467314 quiescent
0.7979808813226414 3.235536092824244 quiescent
0.3646977764974787 -0.10066424178489805 quiescent
0.051166472640604165 0.32526359718313913 activated
-3.009740924383776 -1.521494073629965 activated
-0.9071942299967142 -0.39209563851671697 activated
0.5293854119526673 2.593017308033047 quiescent
0.4149300466190785 0.7443831185506398 quiescent
-0.2680882508698724 0.5895005614130031 quiescent
-2.2483999950960722 1.339741232655855 quiescent
-1.465586539227338 4.2525456729680275 activated
1.1097615630504842 -1.0679051184526775 quiescent
2.4002954702997705 0.8655199468344772 activated
-1.0964462070451 0.5587883158327558 activated
-2.28202592586063 1.0444004881815947 quiescent
-2.42821127587458 -4.246232588360547 quiescent
-0.636304863727296 -1.3957732394344187 quiescent
-1.3229462003584664 -2.266991847362954 activated
-0.487337826927995 -2.6043802825647604 activated
1.1691747815651476 2.773549708006839 quiescent
-1.4500590876843091 3.6704472366461895 activated
0.30983814990043185 -1.669206639683717 quiescent
1.166724020716967 3.818695347377073 activated
1.5728980263977546 1.483699793252997 activated
-0.14907981463843784 -0.0008174361733684354 quiescent
-3.2231754027383106 2.4064479378739727 activated
2.2998634979397066 -0.3739477363347945 activated
1.0193084856363401 -2.408074758746281 activated
-1.1328207387998923 0.5036339705600003 activated
2.5072157941156106 1.629282359250508 quiescent
-0.1298676725264362 -0.2471322534407366 quiescent
3.5564174661190253 2.9740956016336115 activated
-0.8968049573165389 -3.1367741654800083 activated
0.8729609539602097 -1.1160183512974555 quiescent
-0.3980372794328792 2.9310073298459898 quiescent
-2.310236133602063 -0.6377097684566695 quiescent
0.9150814429330808 4.263578238502718 activated
0.021446785854057404 3.999071752138705 activated
-1.0346348197554587 3.8733393548228463 activated
-0.3517653477231878 0.5428394344645748 activated
1.2697299816911674 -2.4355542130068852 activated
1.7724285465538947 2.7882560020936062 quiescent
-1.3210184535717588 -1.5977361659590334 quiescent
-1.755430265501623 0.5048065551720261 quiescent
4.2210940311649905 1.9247567235745695 activated
-2.558577104318466 -1.3609621223015536 activated
-3.286747355483014 1.3016059686128312 activated
-1.75924110739478 -0.7792587298201653 quiescent
-0.14463397408207743 -0.24628001832521676 activated
0.9708205585844326 -2.8287198195025294 activated
0.7031346029500779 0.10397113679266651 quiescent
0.954493561218097 -0.6915400673697479 quiescent
3.6182501290986417 2.825708611331946 activated
3.2321725695925356 -0.1463006510597288 quiescent
-0.550627649170629 0.18931030359857728 activated
-1.1447909463037447 -1.222916772788714 quiescent
-0.082977995297426 -0.17335509822790385 quiescent
-0.277036764052215 0.33652015688032577 quiescent
0.9457952649685496 1.6913330044883743 activated
-0.3644538513608997 -0.04187128514375024 activated
3.450763473990223 -0.981318873227251 quiescent
-0.13110975414498338 -1.426612158165492 quiescent
2.975503972855433 1.5539099887099508 quiescent
2.8931605403258422 1.424897290631255 quiescent
-1.415533240716159 2.4573738687130113 quiescent
-0.48789560244127533 -1.0254682502899128 quiescent
-4.802961815882416 -0.09416851921306102 quiescent
0.14672769903464097 1.4517038220493603 activated
3.129902444034258 -1.1897284404625852 quiescent
-0.24226285309439208 -1.7730641046796691 quiescent
0.1945319633771529 1.1260780510173665 activated
1.569086200296951 1.3118882975277748 activated
-1.017185858076125 -0.4806945000153997 activated
1.8337449614630352 0.3203447116161251 activated
-2.1171215739633014 -0.6036368353662763 quiescent
-1.2643049953087528 0.3784907196431764 activated
1.0216328139067077 0.28840396224932885 quiescent
0.22581120899671037 0.07675615003036829 quiescent
0.17284205264604263 -2.9035021705692747 activated
3.1835337602612306 0.6558440544316836 quiescent
-2.982238219364036 -3.3092949534799585 quiescent
-0.03824680812299586 1.1319904026888903 activated
-1.064575434209281 -0.32902479933557693 activated
-3.9397903312746365 -2.5297890265367577 quiescent
1.639622338476499 -2.6227037769434847 activated
-1.971142720606462 3.1779722582482117 activated
-0.511389180645627 -2.398235507710368 activated
0.5578030452640932 1.4775651140123776 activated
0.8876028754475245 1.209691517221125 activated
2.205455857770268 -0.9863690462135603 activated
0.3622196455269735 3.3571496864372445 quiescent
-0.7389189085569288 -1.9395660002734014 quiescent
2.3306562759564335 -1.997273288150844 activated
0.08913020585035777 0.6807814379608774 quiescent
-1.4132519436838122 -0.5617937547594762 quiescent
-1.4512673346085736 -3.7379179667935585 quiescent
3.6058348080108678 1.3579529407812383 quiescent
3.7574739645627147 -1.6614310681333346 quiescent
-0.9445490753607032 0.8233482063404983 activated
4.168140068011844 1.820857788987174 activated
2.0845969183239594 0.8408935918745069 activated
-3.0820869317843718 2.770058416828408 activated
1.7179350406684706 -0.5755802284115201 activated
-0.4988636919448508 0.10546665994853266 activated
1.2448742254469378 -1.1804521523075424 quiescent
-3.8055917554044623 -2.472847299665466 quiescent
-0.7636646283981482 -1.1054043035861394 quiescent
0.5408672300152599 -1.296815688572711 quiescent
-3.0792845590774376 0.5626667822739362 activated
0.47369667223763035 1.602527665665601 activated
-0.6770292194221813 -3.052921209351561 activated
-0.05226735077922423 -1.1955598126942601 quiescent
-1.8260713089172058 -1.8579592368934335 activated
0.2270421854539384 -0.4120122959232476 quiescent
-1.3101809579741595 0.8223576099471537 activated
1.879248785629937 -3.510038411565509 quiescent
-4.514834503641307 -1.8366373921396097 quiescent
0.2568277180511833 1.4412475386135184 activated
2.768937732393383 4.101527738985842 activated
-0.19402155729874745 -0.5263042464030316 activated
0.8711138910243325 0.1730902590990251 quiescent
2.470581576717356 -0.6769897120211208 activated
-3.4709768544214756 -0.11355895017482556 activated
-3.2791372999885375 -1.2251975452223842 activated
0.09297859621661517 -0.07241839107875608 activated
0.04262012301788459 -0.43479043039724247 activated
1.2681689778577283 -1.4975282184113867 activated
-3.5554296086134416 -0.6918154566569253 activated
-0.7420258346229492 0.05842849247476996 activated
-2.2399387947188676 0.13274619778187868 quiescent
-0.2069750741646544 -4.604443926949317 quiescent
-2.3607606244050405 2.6101796261208174 activated
0.9181555104782482 0.1966187308065827 quiescent
-3.260897670211695 -2.9638164746110167 quiescent
0.6997137173531865 -0.1684530862925308 quiescent
-0.930794005706913 -4.2370955998422435 quiescent
3.8603111073708654 0.36488303696296676 quiescent
2.884397413714058 -3.0514586272514004 quiescent
2.030558483038579 -0.9236162365147702 activated
-1.8604554313840815 -0.34488581203884877 quiescent
-0.2288409313899141 -0.987866697949339 quiescent
0.4256445586881532 -2.4813324856732506 activated
-3.63139549573957 2.1930102144245627 activated
4.601719580833903 0.5841366448628668 activated
